date,source_type,page,city,campaign_id,group_id,ad_id,keyword_id,calls
2/28/20,organic,/ulichnyie-dveri/,Москва,,,,,1
2/28/20,paid,/s-zerkalom/,Москва,1370731,171187475,416106525,584734251,1
2/29/20,direct,/,Москва,,,,,1
2/29/20,direct,/vxodnaya-dver-v-kvartiru-s-md,Харьков,,,,,1
2/29/20,organic,/,Almere Stad,,,,,1
2/29/20,organic,/dovodchik-diplomat,Москва,,,,,1
2/29/20,organic,/dveri-s-termorazryivom/,Москва,,,,,1
2/29/20,organic,/elektromexanicheskij-protivop,Екатеринбург,,,,,1
2/29/20,organic,/elitnye-vhodnye-dveri-v-kvart,Москва,,,,,1
2/29/20,organic,/nizhnij-czilindrovyij-zamok-s,Москва,,,,,1
2/29/20,organic,/paradnye-dver/,Клин,,,,,1
2/29/20,organic,/plenka-pvx,Москва,,,,,1
2/29/20,organic,/s-shumoizolyacziej/,Москва,,,,,1
2/29/20,paid,/dveri-na-zakaz/,Москва,1194094,153787035,369955571,513992605,1
2/29/20,paid,/s-zerkalom/,Москва,1370731,171187471,416330321,584734243,1
2/29/20,paid,/v-kotelnuyu/,Москва,1194088,153787222,369955541,513993680,1
2/29/20,referral,/dver-v-oruzhejnuyu-(kxo)?ymcl,Ступино,,,,,1
