date,campaign_id,group_id,ad_id,keyword_id,campaign_name,group_name,ad_name,keyword,cost,clicks,impressions
2/1/20,1194086,153787377,369955376,513993806,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери металлические арочные -входные -изготовление -дом -заказ -заказать -купить -москве,0,0,1
2/1/20,1194086,153787377,369955376,513993807,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Металлические двери с аркой -двухстворчатые,0,0,1
2/1/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,0,0,2
2/1/20,1194086,153787377,369955376,513993810,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Изготовление арочных металлических дверей,0,0,3
2/1/20,1194086,153787377,369955376,561904495,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери арочные входные с массивом,0,0,2
2/1/20,1194086,153787378,369955377,513993813,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери -двухстворчатые -дом -железные -заказ -купить -металлические -москве -ценой -массивом,92.46,2,3
2/1/20,1194086,153787378,369955377,513993814,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входные арочные двери. Цена,0,0,4
2/1/20,1194086,153787378,369955377,513993815,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входная дверь в дом арочная -загородного -частный,0,0,1
2/1/20,1194086,153787378,369955377,513993816,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Двери стальные арочные -заказ -ковкой -купить -производителя,0,0,5
2/1/20,1194086,153787378,369955377,513993817,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери для загородного дома,0,0,1
2/1/20,1194086,153787378,369955377,513993819,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Купить дверь входную арочную,0,0,3
2/1/20,1194086,153787378,369955377,513993822,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери в частный дом,0,0,4
2/1/20,1194086,153787378,369955377,513993825,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входные арочные двери на заказ,207.4052,2,9
2/2/20,1194086,153787377,369955376,513993806,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери металлические арочные -входные -изготовление -дом -заказ -заказать -купить -москве,0,0,1
2/2/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,194.6216,1,8
2/2/20,1194086,153787378,369955377,513993813,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери -двухстворчатые -дом -железные -заказ -купить -металлические -москве -ценой -массивом,100.165,1,6
2/2/20,1194086,153787378,369955377,513993818,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Двухстворчатые арочные двери входные,0,0,1
2/2/20,1194086,153787378,369955377,513993823,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери со стеклом,0,0,1
2/3/20,1194086,153787377,369955376,513993807,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Металлические двери с аркой -двухстворчатые,0,0,2
2/3/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,0,0,3
2/3/20,1194086,153787377,369955376,513993809,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные в Москве,225.1334,2,3
2/3/20,1194086,153787378,369955377,513993813,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери -двухстворчатые -дом -железные -заказ -купить -металлические -москве -ценой -массивом,0,0,8
2/3/20,1194086,153787378,369955377,513993819,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Купить дверь входную арочную,0,0,2
2/3/20,1194086,153787378,369955377,513993823,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери со стеклом,0,0,1
2/3/20,1194086,153787378,369955377,513993825,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входные арочные двери на заказ,0,0,1
2/4/20,1194086,153787377,369955376,513993806,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери металлические арочные -входные -изготовление -дом -заказ -заказать -купить -москве,0,0,1
2/4/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,0,0,8
2/4/20,1194086,153787377,369955376,513993809,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные в Москве,35.376,1,4
2/4/20,1194086,153787378,369955377,513993813,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери -двухстворчатые -дом -железные -заказ -купить -металлические -москве -ценой -массивом,0,0,4
2/5/20,1194086,153787377,369955376,513993807,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Металлические двери с аркой -двухстворчатые,0,0,1
2/5/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,0,0,4
2/5/20,1194086,153787377,369955376,513993809,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные в Москве,0,0,3
2/5/20,1194086,153787377,369955376,513993810,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Изготовление арочных металлических дверей,0,0,1
2/5/20,1194086,153787378,369955377,513993813,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери -двухстворчатые -дом -железные -заказ -купить -металлические -москве -ценой -массивом,463.975,2,6
2/5/20,1194086,153787378,369955377,513993815,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входная дверь в дом арочная -загородного -частный,121.6452,1,1
2/5/20,1194086,153787378,369955377,513993818,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Двухстворчатые арочные двери входные,0,0,4
2/5/20,1194086,153787378,369955377,513993819,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Купить дверь входную арочную,0,0,1
2/5/20,1194086,153787378,369955377,513993820,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Двери вход с аркой,0,0,1
2/5/20,1194086,153787378,369955377,513993825,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входные арочные двери на заказ,0,0,1
2/6/20,1194086,153787377,369955376,513993806,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери металлические арочные -входные -изготовление -дом -заказ -заказать -купить -москве,0,0,6
2/6/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,0,0,1
2/6/20,1194086,153787378,369955377,513993815,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входная дверь в дом арочная -загородного -частный,0,0,1
2/6/20,1194086,153787378,369955377,513993816,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Двери стальные арочные -заказ -ковкой -купить -производителя,0,0,1
2/6/20,1194086,153787378,369955377,513993823,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери со стеклом,0,0,1
2/6/20,1194086,153787378,369955377,513993825,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входные арочные двери на заказ,0,0,1
2/6/20,1194086,153787378,369955377,513993826,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входные железные арочные двери,103.5016,1,2
2/7/20,1194086,153787377,369955376,513993806,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери металлические арочные -входные -изготовление -дом -заказ -заказать -купить -москве,0,0,1
2/7/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,0,0,2
2/7/20,1194086,153787377,369955376,513993810,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Изготовление арочных металлических дверей,0,0,3
2/7/20,1194086,153787378,369955377,513993813,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери -двухстворчатые -дом -железные -заказ -купить -металлические -москве -ценой -массивом,0,0,3
2/7/20,1194086,153787378,369955377,513993820,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Двери вход с аркой,0,0,1
2/7/20,1194086,153787378,369955377,513993823,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери со стеклом,0,0,6
2/7/20,1194086,153787378,369955377,513993825,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входные арочные двери на заказ,0,0,1
2/8/20,1194086,153787377,369955376,513993806,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери металлические арочные -входные -изготовление -дом -заказ -заказать -купить -москве,220.5506,2,8
2/8/20,1194086,153787377,369955376,513993807,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Металлические двери с аркой -двухстворчатые,0,0,2
2/8/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,0,0,2
2/8/20,1194086,153787377,369955376,513993809,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные в Москве,0,0,2
2/8/20,1194086,153787377,369955376,513993810,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Изготовление арочных металлических дверей,0,0,1
2/8/20,1194086,153787377,369955376,561904495,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери арочные входные с массивом,0,0,1
2/8/20,1194086,153787378,369955377,513993813,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери -двухстворчатые -дом -железные -заказ -купить -металлические -москве -ценой -массивом,0,0,5
2/8/20,1194086,153787378,369955377,513993818,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Двухстворчатые арочные двери входные,0,0,2
2/8/20,1194086,153787378,369955377,513993823,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери со стеклом,0,0,2
2/8/20,1194086,153787378,369955377,513993826,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входные железные арочные двери,84.5138,1,1
2/8/20,1370731,171187433,416106531,584734291,"С Зеркалом - Поиск - Москва, МО",1,#Металлические двери с зеркалом# - купить в Москве!,Металлические двери с зеркалом Москва -входные -купить,118.6034,1,1
2/8/20,1370731,171187435,416106533,584734295,"С Зеркалом - Поиск - Москва, МО",2,Двери входные металлические - с зеркалом в Москве!,Двери входные металлические Москва с зеркалом -купить,0,0,1
2/8/20,1370731,171187437,416106535,584734297,"С Зеркалом - Поиск - Москва, МО",3,Двери входные металлические - с зеркалом от 15 600 р!,Купить входную металлическую дверь с зеркалом -дешево -москва,0,0,2
2/8/20,1370731,171187437,416106535,584734299,"С Зеркалом - Поиск - Москва, МО",3,Двери входные металлические - с зеркалом от 15 600 р!,Входная металлическая дверь с зеркалом купить дешево,235.3844,1,1
2/8/20,1370731,171187443,416106541,584734315,"С Зеркалом - Поиск - Москва, МО",6,Двери входные металлические - с зеркалом. Москва и МО!,Входные металлические двери с зеркалом -белые -внутри -квартиру -квартирные -купить -москва -недорого -утепленная -цена,78.1354,1,6
2/8/20,1370731,171187443,416106541,584734317,"С Зеркалом - Поиск - Москва, МО",6,Двери входные металлические - с зеркалом. Москва и МО!,Двери входные металлические с зеркалом внутри,0,0,2
2/8/20,1370731,171187445,416106543,584734323,"С Зеркалом - Поиск - Москва, МО",7,Металлические двери с зеркалом - От производителя!,Металлические двери с зеркалом -внутри -входные -квартиру -красивые -купить -мдф -москва -недорого -производителя -цена -дом -дуб -ковка -офис,119.327,1,8
2/8/20,1370731,171187447,416106545,584734335,"С Зеркалом - Поиск - Москва, МО",8,Металлические двери с зеркалом - купить от 15 600 руб!,Купить металлическую дверь с зеркалом -внутри -входные -москва -недорого,0,0,1
2/8/20,1370731,171187447,416106545,584734337,"С Зеркалом - Поиск - Москва, МО",8,Металлические двери с зеркалом - купить от 15 600 руб!,Металлические двери с зеркалом недорого -входные -купить,0,0,1
2/8/20,1370731,171187453,416106551,584734179,"С Зеркалом - Поиск - Москва, МО",железные,#Железные двери с зеркалом# - От производителя!,Железные входные двери с зеркалом -внутри -квартиру,0,0,1
2/8/20,1370731,171187453,416106551,584734183,"С Зеркалом - Поиск - Москва, МО",железные,#Железные двери с зеркалом# - От производителя!,Железные двери с зеркалом -внутри -входные -купить -цена -квартиру -москва,0,0,3
2/8/20,1370731,171187453,416106551,584734187,"С Зеркалом - Поиск - Москва, МО",железные,#Железные двери с зеркалом# - От производителя!,Железные двери с зеркалом внутри -входные -недорого,0,0,2
2/8/20,1370731,171187455,416106553,584734195,"С Зеркалом - Поиск - Москва, МО",12,Входные двери с зеркалом в Москве - купить от 15 600 руб!,Входные двери с зеркалом в Москве -купить -металлические -недорого,0,0,6
2/8/20,1370731,171187455,416106553,584734197,"С Зеркалом - Поиск - Москва, МО",12,Входные двери с зеркалом в Москве - купить от 15 600 руб!,Входная дверь с зеркалом купить в Москве -металлические,0,0,12
2/8/20,1370731,171187463,416106561,584734207,"С Зеркалом - Поиск - Москва, МО",16,Входные двери в квартиру с зеркалом - От 15 600 руб!,Входные двери в квартиру с зеркалом -белые -внутри -железные -металлические -цена -купить,151.0984,1,3
2/8/20,1370731,171187463,416106561,584734209,"С Зеркалом - Поиск - Москва, МО",16,Входные двери в квартиру с зеркалом - От 15 600 руб!,Входные двери в квартиру с зеркалом внутри,114.8246,1,1
2/8/20,1370731,171187467,416106517,584734225,"С Зеркалом - Поиск - Москва, МО",18,Входные двери с зеркалом от 15600 р - В Москве и МО!,Входная дверь с зеркалом цена -внутри -квартиру -металлические -!установкой,0,0,1
2/8/20,1370731,171187467,416106517,584734227,"С Зеркалом - Поиск - Москва, МО",18,Входные двери с зеркалом от 15600 р - В Москве и МО!,Входные двери с зеркалом внутри цена,0,0,1
2/8/20,1370731,171187471,416106521,584734243,"С Зеркалом - Поиск - Москва, МО",20,Входные двери с зеркалом - От 15 600 руб. Мск и МО!,Входные двери с зеркалом -белые -большим -2мм -венге -внутренним -внутри -дешево -железные -заказать -каталог -квартиру -купить -лабиринт -мдф -металлические -метал -москва -недорого -производителя -светлые -стальные -цена -черные -широким -шумоизоляцией -эконом -лучшие -дом -дорогие -дуб -классик -ковка -массив -элитные,696.2104,6,50
2/8/20,1370731,171187473,416106523,584734245,"С Зеркалом - Поиск - Москва, МО",21,#Белые входные двери с зеркалом# - От производителя!,Входные двери зеркало беленый дуб,0,0,7
2/8/20,1370731,171187473,416106523,584734247,"С Зеркалом - Поиск - Москва, МО",21,#Белые входные двери с зеркалом# - От производителя!,Белая входная дверь с зеркалом -внутри -квартиру -купить -металлические,136.3718,1,2
2/8/20,1370731,171187475,416106525,584734251,"С Зеркалом - Поиск - Москва, МО",22,Купить входную дверь с зеркалом - От производителя!,Входная дверь с зеркалом купить -белые -внутри -где -металлические -москва -недорого -подольск -квартиру,116.0842,1,6
2/8/20,1370731,171187477,416106527,584734257,"С Зеркалом - Поиск - Москва, МО",23,#Входные двери с зеркалом# - От производителя!,Двери входные венге с зеркалом -цвет,0,0,2
2/8/20,1370731,171187477,416106527,584734261,"С Зеркалом - Поиск - Москва, МО",23,#Входные двери с зеркалом# - От производителя!,Входные двери Лабиринт с зеркалом,0,0,4
2/8/20,1370731,171187477,416106527,584734263,"С Зеркалом - Поиск - Москва, МО",23,#Входные двери с зеркалом# - От производителя!,Входная дверь New York с зеркалом,0,0,1
2/8/20,1370731,171187477,416106527,584734271,"С Зеркалом - Поиск - Москва, МО",23,#Входные двери с зеркалом# - От производителя!,Двери входные с зеркалом заказать,0,0,1
2/8/20,1370731,171187477,416106527,584734275,"С Зеркалом - Поиск - Москва, МО",23,#Входные двери с зеркалом# - От производителя!,Входные двери с зеркалом черные,0,0,1
2/8/20,1370731,171187479,416106529,584734287,"С Зеркалом - Поиск - Москва, МО",24,Входные двери с зеркалом - От производителя!,Входные двери с зеркалом +с !установкой,88.2256,1,3
2/9/20,1194086,153787377,369955376,513993806,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери металлические арочные -входные -изготовление -дом -заказ -заказать -купить -москве,0,0,1
2/9/20,1194086,153787377,369955376,513993807,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Металлические двери с аркой -двухстворчатые,0,0,1
2/9/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,0,0,5
2/9/20,1194086,153787377,369955376,513993809,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные в Москве,0,0,3
2/9/20,1194086,153787377,369955376,513993810,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Изготовление арочных металлических дверей,0,0,1
2/9/20,1194086,153787377,369955376,561904495,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери арочные входные с массивом,0,0,2
2/9/20,1194086,153787378,369955377,513993813,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери -двухстворчатые -дом -железные -заказ -купить -металлические -москве -ценой -массивом,0,0,9
2/9/20,1194086,153787378,369955377,513993814,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входные арочные двери. Цена,48.6554,1,2
2/9/20,1194086,153787378,369955377,513993815,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входная дверь в дом арочная -загородного -частный,0,0,1
2/9/20,1194086,153787378,369955377,513993824,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Двери стальные с аркой,0,0,1
2/9/20,1370731,171187437,416106535,584734301,"С Зеркалом - Поиск - Москва, МО",3,Двери входные металлические - с зеркалом от 15 600 р!,Входные металлические двери зеркалом цена,0,0,1
2/9/20,1370731,171187439,416106537,584734305,"С Зеркалом - Поиск - Москва, МО",4,Двери входные металлические - с зеркалом в квартиру!,Металлические двери с зеркалом входные в квартиру,159.8754,1,1
2/9/20,1370731,171187439,416106537,584734309,"С Зеркалом - Поиск - Москва, МО",4,Двери входные металлические - с зеркалом в квартиру!,Металлическая дверь в квартиру с зеркалом -входные,0,0,1
2/9/20,1370731,171187441,416106539,584734311,"С Зеркалом - Поиск - Москва, МО",5,Двери входные металлические - с зеркалом белые!,Входные металлические двери с зеркалом белые,0,0,4
2/9/20,1370731,171187443,416106541,584734315,"С Зеркалом - Поиск - Москва, МО",6,Двери входные металлические - с зеркалом. Москва и МО!,Входные металлические двери с зеркалом -белые -внутри -квартиру -квартирные -купить -москва -недорого -утепленная -цена,83.415,1,6
2/9/20,1370731,171187443,416106541,584734317,"С Зеркалом - Поиск - Москва, МО",6,Двери входные металлические - с зеркалом. Москва и МО!,Двери входные металлические с зеркалом внутри,210.6748,1,5
2/9/20,1370731,171187445,416106543,584734323,"С Зеркалом - Поиск - Москва, МО",7,Металлические двери с зеркалом - От производителя!,Металлические двери с зеркалом -внутри -входные -квартиру -красивые -купить -мдф -москва -недорого -производителя -цена -дом -дуб -ковка -офис,194.0722,2,16
2/9/20,1370731,171187447,416106545,584734331,"С Зеркалом - Поиск - Москва, МО",8,Металлические двери с зеркалом - купить от 15 600 руб!,Металлическая дверь с зеркалом цена -входные,0,0,1
2/9/20,1370731,171187447,416106545,584734335,"С Зеркалом - Поиск - Москва, МО",8,Металлические двери с зеркалом - купить от 15 600 руб!,Купить металлическую дверь с зеркалом -внутри -входные -москва -недорого,121.7658,1,2
2/9/20,1370731,171187451,416106549,584734157,"С Зеркалом - Поиск - Москва, МО",стальные,#Стальные двери с зеркалом# - От производителя!,Стальные двери с зеркалом купить,92.192,1,2
2/9/20,1370731,171187451,416106549,584734169,"С Зеркалом - Поиск - Москва, МО",стальные,#Стальные двери с зеркалом# - От производителя!,Стальная дверь в квартиру с зеркалом,0,0,2
2/9/20,1370731,171187455,416106553,584734195,"С Зеркалом - Поиск - Москва, МО",12,Входные двери с зеркалом в Москве - купить от 15 600 руб!,Входные двери с зеркалом в Москве -купить -металлические -недорого,179.3322,1,1
2/9/20,1370731,171187455,416106553,584734197,"С Зеркалом - Поиск - Москва, МО",12,Входные двери с зеркалом в Москве - купить от 15 600 руб!,Входная дверь с зеркалом купить в Москве -металлические,101.6122,1,0
2/9/20,1370731,171187455,416106553,584734199,"С Зеркалом - Поиск - Москва, МО",12,Входные двери с зеркалом в Москве - купить от 15 600 руб!,Входные двери с зеркалом недорого Москва,0,0,1
2/9/20,1370731,171187463,416106561,584734207,"С Зеркалом - Поиск - Москва, МО",16,Входные двери в квартиру с зеркалом - От 15 600 руб!,Входные двери в квартиру с зеркалом -белые -внутри -железные -металлические -цена -купить,93.4784,1,4
2/9/20,1370731,171187465,416106563,584734215,"С Зеркалом - Поиск - Москва, МО",17,#Двери в квартиру с зеркалом# - От производителя!,Двери в квартиру с зеркалом -входные -купить -металлические -стальные -железные -металл -сталь,0,0,1
2/9/20,1370731,171187469,416106519,584734241,"С Зеркалом - Поиск - Москва, МО",19,#Входные двери с зеркалом внутри# - купить от 15 600 руб!,Входная дверь белая внутри с зеркалом,0,0,3
2/9/20,1370731,171187471,416106521,584734243,"С Зеркалом - Поиск - Москва, МО",20,Входные двери с зеркалом - От 15 600 руб. Мск и МО!,Входные двери с зеркалом -белые -большим -2мм -венге -внутренним -внутри -дешево -железные -заказать -каталог -квартиру -купить -лабиринт -мдф -металлические -метал -москва -недорого -производителя -светлые -стальные -цена -черные -широким -шумоизоляцией -эконом -лучшие -дом -дорогие -дуб -классик -ковка -массив -элитные,955.9158,7,39
2/9/20,1370731,171187473,416106523,584734247,"С Зеркалом - Поиск - Москва, МО",21,#Белые входные двери с зеркалом# - От производителя!,Белая входная дверь с зеркалом -внутри -квартиру -купить -металлические,88.7482,1,5
2/9/20,1370731,171187473,416106523,584734249,"С Зеркалом - Поиск - Москва, МО",21,#Белые входные двери с зеркалом# - От производителя!,Купить белую входную дверь с зеркалом,114.5432,1,1
2/9/20,1370731,171187475,416106525,584734251,"С Зеркалом - Поиск - Москва, МО",22,Купить входную дверь с зеркалом - От производителя!,Входная дверь с зеркалом купить -белые -внутри -где -металлические -москва -недорого -подольск -квартиру,0,0,2
2/9/20,1370731,171187477,416106527,584734263,"С Зеркалом - Поиск - Москва, МО",23,#Входные двери с зеркалом# - От производителя!,Входная дверь New York с зеркалом,0,0,3
2/9/20,1370731,171187477,416106527,584734267,"С Зеркалом - Поиск - Москва, МО",23,#Входные двери с зеркалом# - От производителя!,Входные двери с большим зеркалом,0,0,1
2/9/20,1370731,171187479,416106529,584734279,"С Зеркалом - Поиск - Москва, МО",24,Входные двери с зеркалом - От производителя!,Входная двер с зеркалом,0,0,2
2/9/20,1370731,171187479,416106529,584734287,"С Зеркалом - Поиск - Москва, МО",24,Входные двери с зеркалом - От производителя!,Входные двери с зеркалом +с !установкой,0,0,3
2/10/20,1194086,153787377,369955376,513993806,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери металлические арочные -входные -изготовление -дом -заказ -заказать -купить -москве,0,0,2
2/10/20,1194086,153787377,369955376,513993808,Арочные - Поиск - Москва и часть МО,"металлические, стальные",#Двери металлические арочные#! - На заказ. Мск и МО!,Двери входные арочные металлические,0,0,1
2/10/20,1194086,153787378,369955377,513993813,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Арочные входные двери -двухстворчатые -дом -железные -заказ -купить -металлические -москве -ценой -массивом,0,0,4
2/10/20,1194086,153787378,369955377,513993815,Арочные - Поиск - Москва и часть МО,"входные, в дом",#Входные арочные двери для дома#! - Новый каталог!,Входная дверь в дом арочная -загородного -частный,0,0,1
2/10/20,1370731,171187441,416106539,584734311,"С Зеркалом - Поиск - Москва, МО",5,Двери входные металлические - с зеркалом белые!,Входные металлические двери с зеркалом белые,0,0,2
2/10/20,1370731,171187443,416106541,584734315,"С Зеркалом - Поиск - Москва, МО",6,Двери входные металлические - с зеркалом. Москва и МО!,Входные металлические двери с зеркалом -белые -внутри -квартиру -квартирные -купить -москва -недорого -утепленная -цена,0,0,1
2/10/20,1370731,171187443,416106541,584734317,"С Зеркалом - Поиск - Москва, МО",6,Двери входные металлические - с зеркалом. Москва и МО!,Двери входные металлические с зеркалом внутри,122.8378,1,1
2/10/20,1370731,171187445,416106543,584734323,"С Зеркалом - Поиск - Москва, МО",7,Металлические двери с зеркалом - От производителя!,Металлические двери с зеркалом -внутри -входные -квартиру -красивые -купить -мдф -москва -недорого -производителя -цена -дом -дуб -ковка -офис,0,0,5
2/10/20,1370731,171187451,416106549,584734165,"С Зеркалом - Поиск - Москва, МО",стальные,#Стальные двери с зеркалом# - От производителя!,Стальные двери с зеркалом -внутри -входные -квартиру -купить -производителя -дуб -москва,0,0,1
